epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,37.1709,1.71151,3.23142,1.15016,0,0,0,0,2.43405,3.53527,1.51935,0.000235695,0.000235695,0.000235695
19,41.5864,1.87161,3.26125,1.11352,0,0,0,0,2.47952,3.57503,1.57925,0.000246589,0.000246589,0.000246589
20,47.2833,1.74474,3.09538,1.13785,0,0,0,0,2.47952,3.57503,1.57925,0.000257153,0.000257153,0.000257153
21,51.2943,1.98585,3.23443,1.22244,0.00888,0.04545,0.00486,0.0016,2.56313,3.59872,1.67811,0.000267387,0.000267387,0.000267387
22,52.9191,1.556,2.94857,1.08015,0.00888,0.04545,0.00486,0.0016,2.56313,3.59872,1.67811,0.00027729,0.00027729,0.00027729
23,54.3884,1.65604,3.13602,1.09309,0.00606,0.0303,0.00387,0.0012,2.5976,3.62051,1.74182,0.000286864,0.000286864,0.000286864
24,56.6564,1.63624,2.95734,1.07776,0.00606,0.0303,0.00387,0.0012,2.5976,3.62051,1.74182,0.000296108,0.000296108,0.000296108
25,58.0636,1.56932,2.93206,1.14814,0.01404,0.07576,0.00847,0.00305,2.4542,3.59396,1.6588,0.000305021,0.000305021,0.000305021
26,59.9048,2.26762,3.12939,1.35513,0.01404,0.07576,0.00847,0.00305,2.4542,3.59396,1.6588,0.000313604,0.000313604,0.000313604
27,62.1475,1.57456,2.8938,1.07994,0.01879,0.11422,0.01467,0.00331,2.38701,3.55452,1.61812,0.000321858,0.000321858,0.000321858
28,63.7296,1.52149,2.90313,1.10133,0.01879,0.11422,0.01467,0.00331,2.38701,3.55452,1.61812,0.000329781,0.000329781,0.000329781
29,65.5407,1.55372,2.84867,1.12308,0.01261,0.08392,0.01345,0.00713,2.33197,3.52439,1.62231,0.000337374,0.000337374,0.000337374
30,67.6557,1.38176,2.63856,1.02713,0.01261,0.08392,0.01345,0.00713,2.33197,3.52439,1.62231,0.000344637,0.000344637,0.000344637
31,69.1749,1.37374,2.66155,1.03495,0.01272,0.08392,0.01711,0.00636,2.23592,3.51286,1.5788,0.00035157,0.00035157,0.00035157
32,70.8594,1.3744,2.66132,0.99772,0.01272,0.08392,0.01711,0.00636,2.23592,3.51286,1.5788,0.000358173,0.000358173,0.000358173
33,73.0104,1.27814,2.48314,0.98666,0.01702,0.09907,0.01519,0.00488,2.25496,3.48666,1.57998,0.000364446,0.000364446,0.000364446
34,74.4571,1.44006,2.50369,1.0883,0.01702,0.09907,0.01519,0.00488,2.25496,3.48666,1.57998,0.000370389,0.000370389,0.000370389
35,76.3826,1.85526,2.64191,1.16532,0.01095,0.04545,0.01018,0.00362,2.23487,3.47257,1.56092,0.000376002,0.000376002,0.000376002
36,78.2913,1.67472,2.39946,1.09047,0.01095,0.04545,0.01018,0.00362,2.23487,3.47257,1.56092,0.000381285,0.000381285,0.000381285
37,79.946,1.51258,2.41452,1.0275,0.01049,0.04545,0.01018,0.00347,2.23402,3.46507,1.58084,0.000386237,0.000386237,0.000386237
38,81.6489,1.33909,2.10101,1.03192,0.01049,0.04545,0.01018,0.00347,2.23402,3.46507,1.58084,0.00039086,0.00039086,0.00039086
39,83.8171,1.68277,2.5387,1.0811,0.01333,0.10723,0.01106,0.00294,2.26843,3.43835,1.59705,0.000395152,0.000395152,0.000395152
40,85.3125,1.79488,2.71552,1.21193,0.01333,0.10723,0.01106,0.00294,2.26843,3.43835,1.59705,0.000399115,0.000399115,0.000399115
41,87.076,1.4523,2.31375,1.07756,0.01295,0.08392,0.00862,0.00224,2.16886,3.40099,1.56488,0.000402747,0.000402747,0.000402747
42,89.0965,1.5344,2.28354,0.9908,0.01295,0.08392,0.00862,0.00224,2.16886,3.40099,1.56488,0.00040605,0.00040605,0.00040605
43,90.6759,1.56,2.06938,0.99267,0.01288,0.08392,0.0251,0.00395,2.09699,3.42507,1.54605,0.000409022,0.000409022,0.000409022
44,94.1479,1.75052,2.14702,1.11438,0.01288,0.08392,0.0251,0.00395,2.09699,3.42507,1.54605,0.000411664,0.000411664,0.000411664
45,95.697,1.36849,2.06131,0.96825,0.00585,0.0303,0.02066,0.0024,2.1366,3.42826,1.55915,0.000413976,0.000413976,0.000413976
46,97.2581,1.57215,2.05989,1.04951,0.00585,0.0303,0.02066,0.0024,2.1366,3.42826,1.55915,0.000415958,0.000415958,0.000415958
47,99.4146,1.32848,1.85451,1.03863,0.01453,0.07576,0.02678,0.00357,2.24944,3.4478,1.60594,0.00041761,0.00041761,0.00041761
48,100.914,1.67757,2.28991,1.07456,0.01453,0.07576,0.02678,0.00357,2.24944,3.4478,1.60594,0.000418932,0.000418932,0.000418932
49,102.521,1.23635,1.73423,0.9515,0.02114,0.12937,0.04956,0.00726,2.38784,3.47094,1.68348,0.000419924,0.000419924,0.000419924
50,105.091,1.57894,2.06984,1.05443,0.02114,0.12937,0.04956,0.00726,2.38784,3.47094,1.68348,0.000420586,0.000420586,0.000420586
51,106.816,1.18819,1.48664,0.93122,0.02221,0.15268,0.03586,0.00643,2.40521,3.48746,1.72086,0.000420918,0.000420918,0.000420918
52,108.826,1.14909,1.42771,0.94398,0.02221,0.15268,0.03586,0.00643,2.40521,3.48746,1.72086,0.000420919,0.000420919,0.000420919
53,110.538,1.47076,1.81578,1.00546,0.02221,0.15268,0.03586,0.00643,2.40521,3.48746,1.72086,0.000420591,0.000420591,0.000420591
54,112.25,1.57235,1.82051,0.98711,0.02489,0.16783,0.04095,0.00655,2.37527,3.47729,1.68788,0.000419932,0.000419932,0.000419932
55,114.4,1.02475,1.25649,0.94356,0.02489,0.16783,0.04095,0.00655,2.37527,3.47729,1.68788,0.000418944,0.000418944,0.000418944
56,116.334,1.30722,1.385,1.04404,0.02489,0.16783,0.04095,0.00655,2.37527,3.47729,1.68788,0.000417625,0.000417625,0.000417625
57,118.041,1.54188,1.84937,1.03745,0.02488,0.16783,0.05221,0.01516,2.2977,3.43805,1.63076,0.000415977,0.000415977,0.000415977
58,120.456,1.37672,1.57722,1.00528,0.02488,0.16783,0.05221,0.01516,2.2977,3.43805,1.63076,0.000413998,0.000413998,0.000413998
59,121.995,1.16744,1.52278,1.02919,0.02488,0.16783,0.05221,0.01516,2.2977,3.43805,1.63076,0.000411689,0.000411689,0.000411689
60,123.956,1.34746,1.42823,0.92549,0.02488,0.16783,0.10415,0.02554,2.25766,3.38146,1.59077,0.00040905,0.00040905,0.00040905
61,126.137,1.20682,1.44168,0.99987,0.02488,0.16783,0.10415,0.02554,2.25766,3.38146,1.59077,0.000406081,0.000406081,0.000406081
62,127.717,1.15503,1.17811,0.93966,0.02488,0.16783,0.10415,0.02554,2.25766,3.38146,1.59077,0.000402782,0.000402782,0.000402782
63,129.988,1.47654,1.77765,1.04726,0.02221,0.15268,0.11624,0.03038,2.29048,3.35564,1.61344,0.000399153,0.000399153,0.000399153
64,131.82,1.08734,1.14297,0.97574,0.02221,0.15268,0.11624,0.03038,2.29048,3.35564,1.61344,0.000395194,0.000395194,0.000395194
65,133.538,1.15747,1.32087,0.95934,0.02221,0.15268,0.11624,0.03038,2.29048,3.35564,1.61344,0.000390905,0.000390905,0.000390905
66,136.039,1.33906,1.43802,0.98516,0.09252,0.08063,0.07988,0.02298,2.30915,3.33453,1.63669,0.000386286,0.000386286,0.000386286
67,137.805,1.75126,1.89689,1.14929,0.09252,0.08063,0.07988,0.02298,2.30915,3.33453,1.63669,0.000381336,0.000381336,0.000381336
68,139.863,1.10543,1.14964,0.93472,0.09252,0.08063,0.07988,0.02298,2.30915,3.33453,1.63669,0.000376057,0.000376057,0.000376057
69,142.105,1.34319,1.44098,1.0892,0.13891,0.07692,0.09061,0.02936,2.33899,3.32205,1.67748,0.000370447,0.000370447,0.000370447
70,144.038,1.12475,1.21033,0.9908,0.13891,0.07692,0.09061,0.02936,2.33899,3.32205,1.67748,0.000364508,0.000364508,0.000364508
71,147.022,1.36598,1.55939,1.1116,0.13891,0.07692,0.09061,0.02936,2.33899,3.32205,1.67748,0.000358238,0.000358238,0.000358238
72,149.105,1.40272,1.69116,1.04894,0.756,0.07692,0.09398,0.03865,2.31363,3.29983,1.69577,0.000351639,0.000351639,0.000351639
73,151.596,1.18306,1.37872,1.0887,0.756,0.07692,0.09398,0.03865,2.31363,3.29983,1.69577,0.000344709,0.000344709,0.000344709
74,153.69,1.08546,1.13699,0.95751,0.756,0.07692,0.09398,0.03865,2.31363,3.29983,1.69577,0.000337449,0.000337449,0.000337449
75,156.022,1.69187,1.66252,1.00321,0.14092,0.07692,0.07773,0.03691,2.31486,3.30313,1.68775,0.000329859,0.000329859,0.000329859
76,158.238,1.34978,1.3303,1.09482,0.14092,0.07692,0.07773,0.03691,2.31486,3.30313,1.68775,0.000321939,0.000321939,0.000321939
77,160.053,1.32649,1.28427,0.93929,0.14092,0.07692,0.07773,0.03691,2.31486,3.30313,1.68775,0.000313689,0.000313689,0.000313689
78,162.908,1.14456,1.13906,0.98997,0.13029,0.07692,0.07794,0.03285,2.31768,3.30137,1.68519,0.000305109,0.000305109,0.000305109
79,165.071,1.45704,1.74583,1.16495,0.13029,0.07692,0.07794,0.03285,2.31768,3.30137,1.68519,0.000296199,0.000296199,0.000296199
80,168.111,1.23593,1.33763,0.95511,0.13029,0.07692,0.07794,0.03285,2.31768,3.30137,1.68519,0.000286959,0.000286959,0.000286959
81,171.888,1.1189,1.20461,0.95531,0.64033,0.07692,0.08717,0.03221,2.3127,3.31149,1.67463,0.000277389,0.000277389,0.000277389
82,174.455,1.02744,1.15526,0.93965,0.64033,0.07692,0.08717,0.03221,2.3127,3.31149,1.67463,0.000267488,0.000267488,0.000267488
83,176.486,1.2332,1.24179,0.93869,0.64033,0.07692,0.08717,0.03221,2.3127,3.31149,1.67463,0.000257258,0.000257258,0.000257258
84,179.193,1.18942,1.20098,0.96357,0.15376,0.07876,0.06091,0.02442,2.34422,3.34082,1.69039,0.000246698,0.000246698,0.000246698
85,181.073,1.35577,1.42534,1.00142,0.15376,0.07876,0.06091,0.02442,2.34422,3.34082,1.69039,0.000235807,0.000235807,0.000235807
86,183.904,1.13201,1.22827,0.93522,0.15376,0.07876,0.06091,0.02442,2.34422,3.34082,1.69039,0.000224587,0.000224587,0.000224587
87,185.803,1.17447,1.26177,0.94625,0.15376,0.07876,0.06091,0.02442,2.34422,3.34082,1.69039,0.000213036,0.000213036,0.000213036
88,187.993,1.03192,1.06543,0.96137,0.1068,0.07692,0.05003,0.01733,2.3633,3.36035,1.70454,0.000201155,0.000201155,0.000201155
89,190.371,1.39748,1.48066,1.10021,0.1068,0.07692,0.05003,0.01733,2.3633,3.36035,1.70454,0.000188944,0.000188944,0.000188944
90,192.187,1.15442,1.20228,0.97229,0.1068,0.07692,0.05003,0.01733,2.3633,3.36035,1.70454,0.000176404,0.000176404,0.000176404
91,194.704,1.13836,1.34302,0.90087,0.1068,0.07692,0.05003,0.01733,2.3633,3.36035,1.70454,0.000163533,0.000163533,0.000163533
92,196.608,1.05745,1.02754,0.94365,0.11233,0.06783,0.04023,0.01735,2.29944,3.35298,1.66859,0.000150332,0.000150332,0.000150332
93,199.121,1.17117,1.17139,0.99472,0.11233,0.06783,0.04023,0.01735,2.29944,3.35298,1.66859,0.000136801,0.000136801,0.000136801
94,201.044,1.18367,1.17247,0.9918,0.11233,0.06783,0.04023,0.01735,2.29944,3.35298,1.66859,0.00012294,0.00012294,0.00012294
95,202.837,1.09239,1.13048,0.97399,0.11233,0.06783,0.04023,0.01735,2.29944,3.35298,1.66859,0.000108748,0.000108748,0.000108748
96,205.604,0.91986,1.07477,0.87995,0.06147,0.07779,0.05141,0.02191,2.25775,3.31387,1.62995,9.42272e-05,9.42272e-05,9.42272e-05
97,208.387,1.10893,1.1651,0.93654,0.06147,0.07779,0.05141,0.02191,2.25775,3.31387,1.62995,7.93759e-05,7.93759e-05,7.93759e-05
98,211.799,1.07547,1.11664,0.97801,0.06147,0.07779,0.05141,0.02191,2.25775,3.31387,1.62995,6.41945e-05,6.41945e-05,6.41945e-05
99,214.52,1.11469,1.16543,0.98515,0.06147,0.07779,0.05141,0.02191,2.25775,3.31387,1.62995,4.86831e-05,4.86831e-05,4.86831e-05
100,217.037,0.96457,1.02954,0.8983,0.09104,0.07692,0.04781,0.02164,2.21939,3.29245,1.60393,3.28416e-05,3.28416e-05,3.28416e-05
