epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,30.0832,2.39989,3.85007,1.40591,0,0,0,0,2.66134,4.98369,2.2037,0.000201034,0.000201034,0.000201034
16,32.0189,1.98792,3.66782,1.24158,0,0,0,0,2.55701,5.29907,2.17351,0.000212918,0.000212918,0.000212918
17,34.0979,2.38429,3.909,1.57686,0,0,0,0,3.0048,5.32267,2.189,0.000224472,0.000224472,0.000224472
18,36.0141,2.46443,3.7713,1.233,0,0,0,0,3.0048,5.32267,2.189,0.000235695,0.000235695,0.000235695
19,37.943,2.13591,3.67034,1.21289,0,0,0,0,3.30538,5.1254,2.30048,0.000246589,0.000246589,0.000246589
20,40.114,2.2256,3.61785,1.15283,0,0,0,0,3.30538,5.1254,2.30048,0.000257153,0.000257153,0.000257153
21,42.231,2.44186,3.99566,1.61675,0,0,0,0,3.34842,5.18771,2.39563,0.000267387,0.000267387,0.000267387
22,44.2096,1.81921,3.52477,1.22647,0,0,0,0,3.34842,5.18771,2.39563,0.00027729,0.00027729,0.00027729
23,46.3467,2.08488,3.45622,1.20306,0,0,0,0,3.16682,4.82022,2.15667,0.000286864,0.000286864,0.000286864
24,48.4162,1.96988,3.3568,1.20959,0,0,0,0,3.16682,4.82022,2.15667,0.000296108,0.000296108,0.000296108
25,50.2424,2.24935,3.3894,1.33638,0,0,0,0,3.00826,4.868,2.01651,0.000305021,0.000305021,0.000305021
26,52.433,1.83194,3.16698,1.12617,0,0,0,0,3.00826,4.868,2.01651,0.000313604,0.000313604,0.000313604
27,54.5821,2.03754,3.14945,1.14626,0,0,0,0,3.18224,4.76441,1.98293,0.000321858,0.000321858,0.000321858
28,56.4288,1.52457,3.51244,1.34235,0,0,0,0,3.18224,4.76441,1.98293,0.000329781,0.000329781,0.000329781
29,58.6967,1.71328,3.11775,1.4116,0,0,0,0,3.36749,4.87585,2.04389,0.000337374,0.000337374,0.000337374
30,60.7438,1.69842,2.85466,1.17764,0,0,0,0,3.36749,4.87585,2.04389,0.000344637,0.000344637,0.000344637
31,62.8908,1.54588,3.06822,1.17458,0,0,0,0,3.32756,4.77747,1.9979,0.00035157,0.00035157,0.00035157
32,64.7529,1.83367,2.74765,1.06644,0,0,0,0,3.32756,4.77747,1.9979,0.000358173,0.000358173,0.000358173
33,66.8963,2.13797,2.79944,1.12009,0,0,0,0,3.24288,4.85711,2.0605,0.000364446,0.000364446,0.000364446
34,68.6486,2.05027,3.17711,1.04138,0,0,0,0,3.24288,4.85711,2.0605,0.000370389,0.000370389,0.000370389
35,70.5414,2.20938,2.81867,1.07496,0,0,0,0,3.19086,4.80641,2.10062,0.000376002,0.000376002,0.000376002
36,72.3089,1.74101,2.71646,1.03459,0,0,0,0,3.19086,4.80641,2.10062,0.000381285,0.000381285,0.000381285
37,74.1296,1.62732,2.39475,1.17288,0,0,0,0,3.15249,4.81366,2.14717,0.000386237,0.000386237,0.000386237
38,75.9902,1.94875,2.63551,1.08028,0,0,0,0,3.15249,4.81366,2.14717,0.00039086,0.00039086,0.00039086
39,77.7419,1.98054,2.32656,1.19396,0,0,0,0,3.25424,5.06945,2.22024,0.000395152,0.000395152,0.000395152
40,79.5216,1.95222,2.74247,0.97362,0,0,0,0,3.25424,5.06945,2.22024,0.000399115,0.000399115,0.000399115
41,81.4893,1.57455,2.37383,1.01522,0,0,0,0,3.46793,5.21112,2.50865,0.000402747,0.000402747,0.000402747
42,83.224,1.90076,2.40939,1.27769,0,0,0,0,3.46793,5.21112,2.50865,0.00040605,0.00040605,0.00040605
43,85.8184,1.46805,1.84296,1.00279,0,0,0,0,3.77856,4.89409,2.65522,0.000409022,0.000409022,0.000409022
44,87.7279,1.92295,2.34288,0.93493,0,0,0,0,3.77856,4.89409,2.65522,0.000411664,0.000411664,0.000411664
45,90.0996,1.43447,1.73357,1.04514,0,0,0,0,3.93702,4.97284,2.89704,0.000413976,0.000413976,0.000413976
46,91.1407,1.34193,1.73691,1.02169,0,0,0,0,3.93702,4.97284,2.89704,0.000415958,0.000415958,0.000415958
47,92.3041,1.75536,1.88329,0.97121,0,0,0,0,3.77053,5.10015,2.85499,0.00041761,0.00041761,0.00041761
48,93.3406,1.35976,1.70232,1.03916,0,0,0,0,3.77053,5.10015,2.85499,0.000418932,0.000418932,0.000418932
49,94.6163,1.20367,1.9895,0.97438,0,0,0,0,4.12586,4.85841,3.0222,0.000419924,0.000419924,0.000419924
50,96.3615,1.61333,1.91133,1.08718,0,0,0,0,4.12586,4.85841,3.0222,0.000420586,0.000420586,0.000420586
51,97.6464,1.59544,1.88888,0.95957,0,0,0,0,4.15838,4.91166,2.94975,0.000420918,0.000420918,0.000420918
52,98.7269,1.48298,1.75591,1.21559,0,0,0,0,4.15838,4.91166,2.94975,0.000420919,0.000420919,0.000420919
53,100.089,1.38158,1.49136,0.92795,0,0,0,0,4.15838,4.91166,2.94975,0.000420591,0.000420591,0.000420591
54,101.527,1.43245,1.73098,0.98108,0,0,0,0,4.04047,4.959,2.81263,0.000419932,0.000419932,0.000419932
55,102.725,1.38702,1.58781,0.98207,0,0,0,0,4.04047,4.959,2.81263,0.000418944,0.000418944,0.000418944
56,103.886,1.30308,1.4598,0.97978,0,0,0,0,4.04047,4.959,2.81263,0.000417625,0.000417625,0.000417625
57,105.671,1.31475,1.44983,0.99798,0,0,0,0,3.89757,4.95655,2.64691,0.000415977,0.000415977,0.000415977
58,106.782,1.50157,1.55508,0.93234,0,0,0,0,3.89757,4.95655,2.64691,0.000413998,0.000413998,0.000413998
59,108.077,1.36815,1.57896,1.01358,0,0,0,0,3.89757,4.95655,2.64691,0.000411689,0.000411689,0.000411689
60,109.221,1.31263,1.42734,0.92726,0,0,0,0,3.88786,4.89583,2.6301,0.00040905,0.00040905,0.00040905
61,111.136,1.21715,1.31995,0.98527,0,0,0,0,3.88786,4.89583,2.6301,0.000406081,0.000406081,0.000406081
62,112.499,1.26639,1.51264,0.96468,0,0,0,0,3.88786,4.89583,2.6301,0.000402782,0.000402782,0.000402782
63,113.759,1.59294,1.42793,0.92959,0,0,0,0,3.95915,4.786,2.7196,0.000399153,0.000399153,0.000399153
64,115.674,1.17277,1.13648,1.05521,0,0,0,0,3.95915,4.786,2.7196,0.000395194,0.000395194,0.000395194
65,117.046,1.29952,1.33949,1.08186,0,0,0,0,3.95915,4.786,2.7196,0.000390905,0.000390905,0.000390905
66,118.35,1.52783,1.72385,0.89345,0,0,0,0,3.83553,4.79059,2.70067,0.000386286,0.000386286,0.000386286
67,119.77,1.21871,1.31147,1.01994,0,0,0,0,3.83553,4.79059,2.70067,0.000381336,0.000381336,0.000381336
68,121.47,1.19642,1.3964,0.99103,0,0,0,0,3.83553,4.79059,2.70067,0.000376057,0.000376057,0.000376057
69,122.98,1.43956,1.43253,0.95143,0,0,0,0,3.86671,4.85646,2.69756,0.000370447,0.000370447,0.000370447
70,124.213,1.508,1.56262,1.00185,0,0,0,0,3.86671,4.85646,2.69756,0.000364508,0.000364508,0.000364508
71,125.649,1.04299,1.13287,0.90208,0,0,0,0,3.86671,4.85646,2.69756,0.000358238,0.000358238,0.000358238
72,127.699,1.84207,1.84723,1.10769,0,0,0,0,3.47207,4.7643,2.50885,0.000351639,0.000351639,0.000351639
73,128.984,1.22562,1.09563,0.96319,0,0,0,0,3.47207,4.7643,2.50885,0.000344709,0.000344709,0.000344709
74,130.263,1.17729,1.18542,0.96023,0,0,0,0,3.47207,4.7643,2.50885,0.000337449,0.000337449,0.000337449
75,131.795,1.03502,1.19383,1.03369,0,0,0,0,3.18615,4.68866,2.40582,0.000329859,0.000329859,0.000329859
76,133.144,1.09487,1.19286,0.99827,0,0,0,0,3.18615,4.68866,2.40582,0.000321939,0.000321939,0.000321939
77,134.452,0.95686,1.06737,0.97359,0,0,0,0,3.18615,4.68866,2.40582,0.000313689,0.000313689,0.000313689
78,136.165,1.30905,1.44313,0.94706,0,0,0,0,2.95674,4.63526,2.31018,0.000305109,0.000305109,0.000305109
79,139.171,0.92183,1.01707,0.93841,0,0,0,0,2.95674,4.63526,2.31018,0.000296199,0.000296199,0.000296199
80,141.122,1.16218,1.17524,0.99053,0,0,0,0,2.95674,4.63526,2.31018,0.000286959,0.000286959,0.000286959
81,142.836,1.05681,1.23005,0.99744,0,0,0,0,2.91953,4.61008,2.26151,0.000277389,0.000277389,0.000277389
82,144.099,1.33528,1.30028,0.92614,0,0,0,0,2.91953,4.61008,2.26151,0.000267488,0.000267488,0.000267488
83,145.378,1.11222,1.07597,0.93395,0,0,0,0,2.91953,4.61008,2.26151,0.000257258,0.000257258,0.000257258
84,146.796,0.96747,1.21739,0.94038,0,0,0,0,2.86699,4.605,2.23453,0.000246698,0.000246698,0.000246698
85,148.876,1.13949,1.13198,0.96755,0,0,0,0,2.86699,4.605,2.23453,0.000235807,0.000235807,0.000235807
86,150.454,0.97746,1.35146,1.02217,0,0,0,0,2.86699,4.605,2.23453,0.000224587,0.000224587,0.000224587
87,151.778,1.0994,1.02967,0.91025,0,0,0,0,2.86699,4.605,2.23453,0.000213036,0.000213036,0.000213036
88,154.258,1.33359,1.34236,0.87036,0,0,0,0,2.98141,4.61507,2.29622,0.000201155,0.000201155,0.000201155
89,155.944,1.30627,1.33181,0.95641,0,0,0,0,2.98141,4.61507,2.29622,0.000188944,0.000188944,0.000188944
90,157.332,0.97845,1.12355,0.87886,0,0,0,0,2.98141,4.61507,2.29622,0.000176404,0.000176404,0.000176404
91,159.612,1.07476,1.18868,0.85554,0,0,0,0,2.98141,4.61507,2.29622,0.000163533,0.000163533,0.000163533
92,161.145,1.15272,1.25794,0.85149,0,0,0,0,2.96809,4.54343,2.27305,0.000150332,0.000150332,0.000150332
93,162.619,0.89034,0.98171,0.88085,0,0,0,0,2.96809,4.54343,2.27305,0.000136801,0.000136801,0.000136801
94,164.844,0.94371,1.02618,0.86061,0,0,0,0,2.96809,4.54343,2.27305,0.00012294,0.00012294,0.00012294
95,166.257,0.95967,0.9581,0.96564,0,0,0,0,2.96809,4.54343,2.27305,0.000108748,0.000108748,0.000108748
96,167.765,0.95335,0.9952,0.84341,0.00331,0.16667,0.00229,0.00023,3.06555,4.50729,2.28695,9.42272e-05,9.42272e-05,9.42272e-05
97,170.008,1.14624,1.27195,0.94426,0.00331,0.16667,0.00229,0.00023,3.06555,4.50729,2.28695,7.93759e-05,7.93759e-05,7.93759e-05
98,171.623,0.86328,1.16003,0.87504,0.00331,0.16667,0.00229,0.00023,3.06555,4.50729,2.28695,6.41945e-05,6.41945e-05,6.41945e-05
99,173.151,0.75121,0.93359,0.90566,0.00331,0.16667,0.00229,0.00023,3.06555,4.50729,2.28695,4.86831e-05,4.86831e-05,4.86831e-05
100,174.861,0.92851,0.97038,0.88665,0.00325,0.16667,0.00226,0.00023,3.25188,4.58508,2.38475,3.28416e-05,3.28416e-05,3.28416e-05
